0	3.89344
1	3.33333
2	2.90698
3	3.49107
4	3.23684
5	3.41667
6	3.82447
7	3.95283
8	3.8253
9	3.98
10	3.75926
11	4.41935
12	3.4023
13	3.95556
14	3.74667
15	3.47619
16	3.14894
17	2.75
18	4.18421
19	3.22581
20	2.95122
21	4.09272
22	4
23	3.38554
24	3.42754
25	3.35294
26	3.03226
27	3.96528
28	2.53448
29	4.09524
30	3.69333
31	3.8
32	3.42222
33	3.5
34	2.28571
35	1.66667
36	2.33333
37	3.18868
38	3.21951
39	2.73077
40	3.14286
41	3.7971
42	3.05556
43	3.21429
44	3.93023
45	3.33333
46	3.67164
47	4.13208
48	3.28571
49	4.37829
50	3.56757
51	3.58
52	2.98276
53	3.11111
54	3.70886
55	3.91713
56	3.89474
57	3.66234
58	3.90698
59	4.09091
60	4
61	3.28986
62	3.26316
63	4.42857
64	3.42308
65	3.52439
66	2.92157
67	3.36364
68	3.85256
69	3.63717
70	3.8018
71	3.09091
72	3.5
73	3.5
74	0
75	3.48
76	3.25
77	2.35294
78	4.06145
79	2.63333
80	3.57143
81	3.76296
82	4.06818
83	2.75
84	2.81481
85	3.96203
86	4.01562
87	3.53982
88	4.16667
89	2.97872
90	3.76
91	3.66667
92	3.76923
93	3
94	3.82759
95	4
96	3.77236
97	4.28804
98	3.60976
99	4.10196
100	3.27778
101	3.23077
102	2.5
103	2
104	2.54839
105	2.89744
106	3.66667
107	2.88235
108	3.38806
109	2.46667
110	3.43919
111	2.38462
112	4
113	4.44828
114	3.2
115	3.7971
116	3.64865
117	3.20395
118	4
119	2.21429
120	3.37815
121	2.38596
122	3.24528
123	4.03571
124	3.65354
125	3.71053
126	4.25909
127	3.58824
128	3.83333
129	2.28571
130	3.66667
131	4.05983
132	3.78313
133	4.27027
134	3.85496
135	4.17647
136	3.8046
137	3.125
138	2.8
139	3.2069
140	3.5122
141	2.92593
142	3.83333
143	3.82787
144	2.54839
145	3
146	3.36957
147	3.18033
148	3.09091
149	3.85915
150	3.60714
151	3.82222
152	3.71429
153	3.7
154	2.98182
155	3.84615
156	3.55172
157	2.28571
158	3.05455
159	3.55172
160	3.41818
161	3.46
162	3.52273
163	3.51389
164	3.94286
165	4.33333
166	2.825
167	4.0679
168	4.6129
169	4.04839
170	3.73333
171	4.30526
172	4.20109
173	4.28829
174	3.68182
175	3.92517
176	3.76712
177	4.375
178	3.85088
179	4.0991
180	4.01533
181	4
182	3.95556
183	3.31746
184	4.09483
185	3.75397
186	4.18852
187	3.76923
188	4.0303
189	4.15385
190	4.192
191	3.95082
192	3.89412
193	4
194	3.84768
195	3.85484
196	3.9661
197	4.15873
198	4.2375
199	3.85321
200	3.5
201	3.78378
202	3.80488
203	3.74857
204	3.98734
205	3.45833
206	3.64516
207	3.89623
208	3.72527
209	3.92814
210	3.8932
211	3.64583
212	3.93651
213	3.32727
214	3.68269
215	3.87313
216	3.13115
217	3.46988
218	3.23729
