0	3.86058
1	3.05085
2	3.14894
3	3.61856
4	3.35417
5	3.71429
6	3.77451
7	4.0354
8	3.98496
9	3.64103
10	3.92188
11	4.35664
12	3.43299
13	3.97849
14	3.81119
15	2.88889
16	3.08889
17	2.83333
18	3.67742
19	3.56098
20	2.5814
21	4.21233
22	4.25581
23	3.50549
24	3.45806
25	3.53846
26	3.19231
27	3.89394
28	2.80357
29	3.75
30	3.56962
31	3.78431
32	3.48077
33	2.4
34	2
35	2.3
36	2.2
37	2.86567
38	3.30435
39	3.03226
40	3.04348
41	3.81013
42	2.95455
43	3.41176
44	4.18919
45	3.83333
46	3.5303
47	4.0625
48	3.35897
49	4.33692
50	3.36364
51	4
52	2.92857
53	3.33898
54	3.7
55	4.1831
56	4.09524
57	3.63265
58	4.225
59	3.93548
60	3.75758
61	2.96552
62	2.95455
63	4.46
64	3.63492
65	3.575
66	3.17308
67	3.47059
68	3.85455
69	3.68116
70	3.76147
71	3.30159
72	3.44118
73	2.8
74	3
75	3.34483
76	3.29885
77	2.5625
78	4.02548
79	2.86842
80	3.54098
81	3.6746
82	4.05682
83	3.2
84	3.22581
85	3.91549
86	3.81081
87	3.54
88	4.10949
89	3.125
90	3.39706
91	3.57143
92	3.68333
93	3.1791
94	3.79612
95	4.0155
96	3.81203
97	4.29126
98	3.8
99	4.20949
100	3.24324
101	3.03571
102	1.63636
103	1
104	2.5814
105	2.875
106	3.375
107	3.29032
108	3.47619
109	2.5625
110	3.54032
111	2.57143
112	4.25
113	4.44737
114	4
115	3.85714
116	3.73575
117	3.22695
118	5
119	2.25641
120	3.51309
121	2.28571
122	3.22581
123	4.06796
124	3.45299
125	3.86441
126	4.31088
127	3.48387
128	3.80952
129	2.22222
130	3.78723
131	4.09302
132	3.95455
133	4.32184
134	4.08594
135	4.07407
136	4
137	2.18182
138	2.76
139	3.21875
140	3.48387
141	3.2
142	3.70175
143	3.91736
144	2.35294
145	2.28571
146	3.56989
147	3.22388
148	2.91667
149	3.80233
150	3.65823
151	3.40541
152	3.8595
153	3.78723
154	3.25581
155	4.09639
156	3.81159
157	2.90625
158	3.43478
159	3.4
160	3.54545
161	3.64286
162	3.58333
163	3.65823
164	4.31034
165	4.025
166	3.14815
167	4.06494
168	4.30357
169	4.30508
170	4
171	4.09605
172	4.13571
173	4.21212
174	3.91667
175	3.9708
176	3.96875
177	4.31148
178	3.97196
179	3.99091
180	4
181	3.90756
182	4.10256
183	3.56604
184	4.10569
185	3.92
186	4.18391
187	3.58228
188	4.18182
189	4.11864
190	4.13907
191	4.30909
192	3.94444
193	4.11382
194	4.02
195	3.97638
196	4.23967
197	3.85938
198	4.11765
199	3.79381
200	3.52941
201	3.74242
202	3.92
203	3.92
204	4
205	3.30769
206	3.97143
207	4
208	4.07
209	3.93293
210	3.93204
211	3.25
212	4.02817
213	3.37288
214	3.71296
215	3.94231
216	3.18644
217	3.44318
218	3.09615
